Tweets,Sentiment Score,Clasifier,Result
"your country kills people for making a joke about your false prophet or leaving islam youre morally bankrupt so 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU 
 ; Suffering Villa fan and sometime Saints fan Not a fan of vile 7th century cults or their followers Pro Europeanti EU",0.068548169,pos,Negative
"your laws dont apply to me bc im muslimcharlesmichelminpresnetherlands  emmanuelmacronfrance 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan",,,
your point being,0.986073951,pos,Negative
your task for today is to listen to what a member of the muslim community has to say,,,
youraveragepleb darshank022 nadiawords men are aroused by seeing and islam stops that first and then it asks women to cover themselves properly how is it harming the cause,0.116036243,neg,Positive
youre a muslim guy lower your fucking gaze,,,
youre fine cousin stick around,0.83077185,neg,Negative
"youre muslim oh so you speak hausa 
 ; Dont fear I am with you",,,
youre rightlinda sarsour told the truthislam is a threat to america amp wishes to holy war amp jihad against libertytaqiyya is a reality,0.890785591,pos,Negative
yup its called london,,,
za1d not 1 from the pakistani muslim rape gangs in the uk is a terrorist84 of ukrape convictns5 of populatntheyre all ordinary muslims,0.805599624,neg,Negative
za1d youll have to excuse stephen some muslim kids took his dinner money when he was at school hes had issues ever since,,,
zacharyromaniuk steelersoilers u got to do whats needed to win thats why there is death in war u think the ass wipes in the muslim countries are nice,0.860524651,neg,Negative
"zeenews  these muslim temperamentally r butchers haters of hindus they hv been killing hindus fo 800yrs now defaming hindus 
 ; A spiritual visionary offered her services in DAV as head mistress for 35 years",,,
"zeenews they r not obliging d nation by multiplying d popul of muslim may leave d nation if they find d atmos here uncongenial 
 ; A spiritual visionary offered her services in DAV as head mistress for 35 years",0.9777699,neg,Negative
zeenewshindi  murderer snatcher rapeist are mostly from muslim community,,,
zenpain christisnity is on the same level of fucked up as islam in modern society human rights are virtually nonexistent in muslim countr,0.949682245,neg,Negative
zionism was and is a mistake,,,
zlando thus the need to push back on the worldwide spread of the maddening cult of islam,0.927997893,neg,Negative
zomg stop pming about this also a muslim cashier at a tesco didnt refuse to sell a british soldier some ham stfu,,,
zubair ibn awwam accepted islam at the age of 15 and dedicated his life to protecting and promoting the religion blessedten,0.879872289,neg,Negative
,,,
,0.163766493,neg,Positive
,,,
,0.943334837,neg,Negative
,,,
,0.851534296,neg,Negative
,,,
,0.408347911,pos,Negative
,,,
,0.937882698,neg,Negative
,,,
,0.981674301,neg,Negative
,,,
,0.98433009,pos,Negative
,,,
,0.966996563,pos,Negative
,,,
,0.728412277,neg,Negative
,,,
,0.454465444,neg,Positive
,,,
,0.444206009,neg,Positive
,,,
,0.624085167,neg,Positive
,,,
,0.917957237,neg,Negative
,,,
,0.958445614,neg,Negative
,,,
,0.493630932,neg,Positive
,,,
,0.887768185,neg,Negative
,,,
,0.885696754,neg,Negative
,,,
,0.289160477,neg,Positive
,,,
,0.058549363,neg,Positive
,,,
,0.12304157,neg,Positive
,,,
,0.731223752,neg,Negative
,,,
,0.952277606,neg,Negative
,,,
,0.635654963,neg,Positive
,,,
,0.989256353,neg,Negative
,,,
,0.791706475,neg,Negative
,,,
,0.999127688,pos,Negative
,,,
,0.973156442,neg,Negative
,,,
,0.581507132,neg,Positive
,,,
,0.513520299,neg,Positive
,,,
,0.970695505,neg,Negative
,,,
,0.573769883,pos,Negative
,,,
,0.551471325,neg,Positive
,,,
,0.511962305,neg,Positive
,,,
,0.43968567,pos,Negative
,,,
,0.5,neg,Positive
,,,
,0.22800359,pos,Negative
,,,
,0.613692762,neg,Positive
,,,
,0.683925794,neg,Negative
,,,
,0.083715649,neg,Positive
,,,
,0.99609447,neg,Negative
,,,
,0.357177245,pos,Negative
,,,
,0.025644794,neg,Positive
,,,
,0.792719733,neg,Negative
,,,
,0.981793745,neg,Negative
,,,
,0.951327348,neg,Negative
,,,
,0.957540107,pos,Negative
,,,
,0.638009886,neg,Positive
,,,
,0.974594373,neg,Negative
,,,
,0.670716426,neg,Negative
,,,
,0.894478826,neg,Negative
,,,
,0.972846502,pos,Negative
,,,
,0.134979915,neg,Positive
,,,
,0.713816574,pos,Negative
,,,
,0.955922831,neg,Negative
,,,
,0.381467764,pos,Negative
,,,
,0.681708257,neg,Negative
,,,
,0.263024686,neg,Positive
,,,
,0.367131431,neg,Positive
,,,
,0.785380328,pos,Negative
,,,
,0.812591442,neg,Negative
,,,
,0.995310923,neg,Negative
,,,
,0.924338021,neg,Negative
,,,
,0.872749478,neg,Negative
,,,
,0.855988373,neg,Negative
,,,
,0.185872853,neg,Positive
,,,
,0.217100218,neg,Positive
,,,
,0.534051111,neg,Positive
,,,
,0.770160111,neg,Negative
,,,
,0.21495261,neg,Positive
,,,
,0.128105417,neg,Positive
,,,
,0.28876539,neg,Positive
,,,
,0.439006226,neg,Positive
,,,
,0.032968476,neg,Positive
,,,
,0.486458804,neg,Positive
,,,
,0.994429058,neg,Negative
,,,
,0.601265541,neg,Positive
,,,
,0.914538221,neg,Negative
,,,
,0.995774432,neg,Negative
,,,
,0.348616256,neg,Positive
,,,
,0.900642551,pos,Negative
,,,
,0.991413977,neg,Negative
,,,
,0.975652109,neg,Negative
,,,
,0.991205934,neg,Negative
,,,
,0.883431569,neg,Negative
,,,
,0.494444444,neg,Positive
,,,
,0.971788802,neg,Negative
,,,
,0.588608225,neg,Positive
,,,
,0.578340465,neg,Positive
,,,
,0.996899516,pos,Negative
,,,
,0.224437331,neg,Positive
,,,
,0.61744186,neg,Positive
,,,
,0.212885367,neg,Positive
,,,
,0.914340817,neg,Negative
,,,
,0.727760333,neg,Negative
,,,
,0.964707776,pos,Negative
,,,
,0.500377716,neg,Positive
,,,
,0.349033523,neg,Positive
,,,
,0.997516684,pos,Negative
,,,
,0.995257097,pos,Negative
,,,
,0.931962667,neg,Negative
,,,
,0.425925926,neg,Positive
,,,
,0.245280471,neg,Positive
,,,
,0.365152074,neg,Positive
,,,
,0.713790148,neg,Negative
,,,
,0.806670042,neg,Negative
,,,
,0.48027305,pos,Negative
,,,
,0.782191877,neg,Negative
,,,
,0.722683115,neg,Negative
,,,
,0.811260479,pos,Negative
,,,
,0.882911261,neg,Negative
,,,
,0.400935428,pos,Negative
,,,
,0.877795652,pos,Negative
,,,
,0.791525552,neg,Negative
,,,
,0.757414257,neg,Negative
,,,
,0.635988578,neg,Positive
,,,
,0.998953611,neg,Negative
,,,
,0.905180542,neg,Negative
,,,
,0.486476787,neg,Positive
,,,
,0.999412032,pos,Negative
,,,
,0.981030032,neg,Negative
,,,
,0.996908526,neg,Negative
,,,
,0.380225381,neg,Positive
,,,
,0.762095033,neg,Negative
,,,
,0.894811042,pos,Negative
,,,
,0.921473025,neg,Negative
,,,
,0.512566631,neg,Positive
,,,
,0.475961538,neg,Positive
,,,
,0.181019084,pos,Negative
,,,
,0.692951357,bad,Positive
,,,
,0.684755137,bad,Positive
,,,
,0.059633028,bad,Positive
,,,
,0.953701542,neg,Negative
,,,
,0.547505341,neg,Positive
,,,
,0.653199076,pos,Negative
,,,
,0.927909615,neg,Negative
,,,
,0.940703589,neg,Negative
,,,
,0.996138158,neg,Negative
,,,
,0.982372238,neg,Negative
,,,
,0.401639344,neg,Positive
,,,
,0.774621569,neg,Negative
,,,
,0.914939067,neg,Negative
,,,
,0.209014844,neg,Positive
,,,
,0.035171606,bad,Positive
,,,
,0.934623826,pos,Negative
,,,
,0.999841236,neg,Negative
,,,
,0.964338434,neg,Negative
,,,
,0.815097067,neg,Negative
,,,
,0.99668231,neg,Negative
,,,
,0.245720399,bad,Positive
,,,
,0.979080484,neg,Negative
,,,
,0.959594553,neg,Negative
,,,
,0.856343717,neg,Negative
,,,
,0.020854945,bad,Positive
,,,
,0.684175151,neg,Negative
,,,
,0.353619104,neg,Positive
,,,
,0.489377934,neg,Positive
,,,
,0.226237348,neg,Positive
,,,
,0.471978984,neg,Positive
,,,
,0.957666834,neg,Negative
,,,
,0.111093953,pos,Negative
,,,
,0.4438899,neg,Positive
,,,
,0.943348429,neg,Negative
,,,
,0.545086133,bad,Positive
,,,
,0.68053433,pos,Negative
,,,
,0.967668139,neg,Negative
,,,
,0.872990997,neg,Negative
,,,
,0.671786552,neg,Negative
,,,
,0.493134949,pos,Negative
,,,
,0.79521872,neg,Negative
,,,
,0.988714678,pos,Negative
,,,
,0.979577365,pos,Negative
,,,
,0.338289123,pos,Negative
,,,
,0.844661303,neg,Negative
,,,
,0.828851553,pos,Negative
,,,
,0.285637589,neg,Positive
,,,
,0.705328795,neg,Negative
,,,
,0.913856056,pos,Negative
,,,
,0.919629669,neg,Negative
,,,
,0.98853783,neg,Negative
,,,
,0.756623732,pos,Negative
,,,
,0.702499848,pos,Negative
,,,
,0.875064404,neg,Negative
,,,
,0.986809234,neg,Negative
,,,
,0.276089969,neg,Positive
,,,
,0.055088605,neg,Positive
,,,
,0.956567924,neg,Negative
,,,
,0.818565949,neg,Negative
,,,
,0.959724578,neg,Negative
,,,
,0.257257051,neg,Positive
,,,
,0.969560678,neg,Negative
,,,
,0.73078936,neg,Negative
,,,
,0.941686345,neg,Negative
,,,
,0.829862966,neg,Negative
,,,
,0.379730866,neg,Positive
,,,
,0.686129417,neg,Negative
,,,
,0.993878743,neg,Negative
,,,
,0.589789853,neg,Positive
,,,
,0.851340193,neg,Negative
,,,
,0.998682573,neg,Negative
,,,
,0.435047196,pos,Negative
,,,
,0.999457931,neg,Negative
,,,
,0.976900931,pos,Negative
,,,
,0.510405244,neg,Positive
,,,
,0.151904245,bad,Positive
,,,
,0.751170082,neg,Negative
,,,
,0.234071919,neg,Positive
,,,
,0.42935384,neg,Positive
,,,
,0.866502697,neg,Negative
,,,
,0.901898231,neg,Negative
,,,
,0.415682968,neg,Positive
,,,
,0.118503294,neg,Positive
,,,
,0.70746423,pos,Negative
,,,
,0.992919059,pos,Negative
,,,
,0.350273914,neg,Positive
,,,
,0.98445784,neg,Negative
,,,
,0.268770339,neg,Positive
,,,
,0.864034745,pos,Negative
,,,
,0.993585691,pos,Negative
,,,
,0.918660263,pos,Negative
,,,
,0.725857852,neg,Negative
,,,
,0.999306176,neg,Negative
,,,
,0.976526618,neg,Negative
,,,
,0.345162132,neg,Positive
,,,
,0.487865385,neg,Positive
,,,
,0.359018616,neg,Positive
